162	2	6
49	1	1	0.15154 0.45757 0.22436 0.05046 0.25281 0.80785 
50	1	2	0.00000 0.47937 0.59049 0.00083 0.25250 1.00000 
51	1	2	0.30752 0.65543 0.27715 0.24905 0.69600 0.51400 
52	1	2	0.15777 0.50262 0.20596 0.16890 0.65330 0.56066 
53	1	2	0.39015 0.83246 0.16397 0.23696 0.65596 0.48411 
54	1	2	0.22569 0.37214 0.35000 0.17138 0.49147 0.59277 
55	1	2	0.09506 0.87583 0.08909 0.10166 0.73012 0.58876 
56	1	2	0.12987 0.57712 0.41190 0.10877 0.62245 0.67876 
57	1	2	0.10741 0.24268 0.56313 0.06311 0.36907 0.82041 
58	1	2	0.31253 0.54231 0.29890 0.13897 0.33769 0.70548 
59	1	2	0.23127 0.61313 0.47843 0.10753 0.31748 0.75684 
60	1	2	0.15590 0.32946 0.43045 0.05871 0.33646 0.82988 
61	1	2	0.19697 0.78479 0.11895 0.11464 0.63229 0.63694 
62	2	0	0.13389 0.49915 0.65092 0.04948 0.24471 0.90227 
63	2	0	0.34077 0.75325 0.51992 0.15805 0.35519 0.68548 
64	2	0	0.14466 0.79636 0.27320 0.08026 0.36121 0.63350 
65	2	0	0.15360 0.86689 0.15367 0.07706 0.44445 0.66363 
66	2	0	0.45948 0.66665 0.29258 0.29411 0.62361 0.48066 
67	2	0	0.13845 0.65625 0.25801 0.07871 0.44158 0.67689 
68	2	0	0.12542 0.88741 0.15047 0.07490 0.47555 0.64416 
69	2	0	0.47795 0.90610 0.11221 0.33725 0.76292 0.39029 
70	2	0	0.49704 0.97077 0.10017 0.35512 0.77641 0.37388 
71	2	0	0.44056 0.50672 0.49227 0.24957 0.41561 0.62219 
72	2	0	0.95882 0.93263 0.08949 0.93285 0.88200 0.12102 
73	2	0	0.63470 0.88958 0.14379 0.48691 0.77913 0.33777 
74	2	0	0.24753 0.74053 0.22113 0.16568 0.54810 0.59558 
75	2	0	0.23413 0.76032 0.23916 0.14151 0.36699 0.59795 
76	2	0	0.20966 0.73681 0.29758 0.12652 0.43837 0.57837 
77	2	0	0.25045 0.63247 0.48505 0.14620 0.47745 0.61720 
78	2	0	0.24991 0.93349 0.12815 0.27702 0.80276 0.38142 
79	2	0	0.38822 0.66141 0.43285 0.28157 0.54045 0.52876 
80	2	0	0.04240 0.75319 0.33274 0.01521 0.22774 0.87273 
81	2	0	0.45064 0.00000 1.00000 0.24343 0.25424 0.63688 
82	2	0	0.45571 0.96818 0.04415 0.40398 0.95604 0.22628 
83	2	0	0.26506 0.82732 0.20425 0.17133 0.55762 0.52426 
84	2	0	0.17304 0.87359 0.21013 0.09533 0.62168 0.69072 
85	2	0	0.20541 0.69495 0.21773 0.10886 0.49603 0.64392 
86	2	0	0.10117 0.85200 0.21982 0.07531 0.52894 0.67951 
87	2	0	0.16154 0.95388 0.11034 0.09774 0.56714 0.58660 
88	2	0	0.22427 0.84084 0.26003 0.13152 0.54553 0.60463 
89	2	0	0.50715 0.85371 0.24269 0.34942 0.70805 0.39457 
90	2	0	0.46588 0.61427 0.32609 0.33533 0.75196 0.40380 
91	2	0	0.21861 0.90481 0.15554 0.14742 0.60961 0.53841 
92	2	0	0.09979 0.58621 0.21882 0.06327 0.34625 0.68569 
93	2	0	0.39125 1.00000 0.04427 0.31152 1.00000 0.29211 
94	2	0	0.43382 0.81801 0.34474 0.26811 0.67772 0.51055 
95	2	0	0.32466 0.83332 0.15357 0.27181 0.77199 0.40052 
96	2	0	0.29670 0.76393 0.19788 0.19336 0.77805 0.53433 
97	2	0	0.21722 0.88213 0.17505 0.12698 0.70074 0.61190 
98	2	0	0.20750 0.96683 0.14686 0.13533 0.58004 0.50604 
99	2	0	0.25336 0.58751 0.29518 0.16957 0.43770 0.50933 
100	2	0	0.30673 0.78293 0.40170 0.15448 0.51179 0.61586 
101	2	0	0.74392 0.58728 0.24359 0.72906 0.77848 0.10101 
102	2	0	0.03945 0.58789 0.51293 0.02906 0.22149 0.85173 
103	2	0	0.14763 0.58519 0.82774 0.08576 0.35064 0.72391 
104	2	0	0.26070 0.89994 0.08870 0.22720 0.70257 0.37921 
105	2	0	0.27616 0.96377 0.12158 0.27798 0.82630 0.31566 
106	2	0	0.54899 0.73571 0.34869 0.33837 0.56580 0.56441 
107	2	0	0.24829 0.72482 0.20448 0.15320 0.36122 0.58670 
108	2	0	0.60309 0.81092 0.08286 0.45839 0.84248 0.32924 
109	2	0	0.41430 0.60985 0.43458 0.23073 0.44699 0.54693 
110	2	0	0.18958 0.78745 0.22091 0.14474 0.52443 0.52956 
111	2	0	0.22637 0.71484 0.54550 0.12206 0.49571 0.66469 
112	2	0	0.60062 0.91157 0.03922 0.45058 0.75612 0.25170 
113	2	0	0.12905 0.83012 0.34248 0.10102 0.42658 0.63331 
114	2	0	0.24096 0.97598 0.11458 0.21557 0.86169 0.41097 
115	2	0	0.30914 0.79326 0.19530 0.19332 0.61303 0.53339 
116	2	0	0.36431 0.68295 0.40274 0.19294 0.45752 0.60719 
117	2	0	0.20266 0.64496 0.53062 0.07863 0.28858 0.77309 
118	2	0	0.16964 0.73013 0.24434 0.09416 0.42955 0.71025 
119	2	0	0.39808 0.92791 0.16868 0.34339 0.75056 0.35504 
120	2	0	0.16097 0.58146 0.47916 0.07993 0.36409 0.70724 
121	2	0	0.03549 0.58760 0.53815 0.00996 0.32295 0.95354 
122	2	0	0.09166 0.72632 0.26824 0.06074 0.37814 0.73593 
123	2	0	0.26319 0.74347 0.29123 0.11132 0.40863 0.71191 
124	2	0	0.18476 0.70257 0.28811 0.10111 0.48094 0.63305 
125	2	0	0.42309 0.77899 0.24506 0.26250 0.58980 0.43146 
126	2	0	0.07158 0.66827 0.41742 0.02790 0.23241 0.82548 
127	2	0	1.00000 0.94814 0.01226 1.00000 0.93917 0.00867 
128	2	0	0.44209 0.89570 0.18557 0.24623 0.55170 0.55114 
129	2	0	0.64552 0.98012 0.04864 0.68513 0.92477 0.00000 
130	2	0	0.40306 0.93550 0.15399 0.40387 0.86094 0.30409 
131	2	0	0.28177 0.86408 0.30002 0.18910 0.40370 0.51790 
132	2	0	0.31075 0.79946 0.17838 0.20371 0.56947 0.52922 
133	2	0	0.17623 0.84574 0.10316 0.11752 0.79540 0.58587 
134	2	0	0.20691 0.60011 0.54992 0.09946 0.21482 0.67172 
135	2	0	0.10404 0.76737 0.29270 0.08984 0.51385 0.65927 
136	2	0	0.25200 0.87782 0.14883 0.16750 0.56432 0.51550 
137	2	0	0.20547 0.40837 0.31251 0.09907 0.39260 0.67774 
138	2	0	0.51568 0.69141 0.21027 0.35211 0.75750 0.41713 
139	2	0	0.07976 0.70601 0.48774 0.07440 0.36038 0.64584 
140	2	0	0.13890 0.66396 0.25071 0.10744 0.49209 0.61704 
141	2	0	0.09840 0.54938 0.53076 0.05967 0.33047 0.77932 
142	2	0	0.18012 0.46010 0.52718 0.12626 0.50743 0.67040 
143	2	0	0.14720 0.79731 0.24841 0.10996 0.62199 0.57995 
144	2	0	0.20796 0.36774 0.32008 0.11656 0.28665 0.62713 
145	2	0	0.09447 0.47531 0.34793 0.04276 0.23387 0.79060 
146	2	0	0.29506 0.99438 0.02474 0.24182 0.90471 0.36450 
147	2	0	0.33743 0.47979 0.98256 0.14956 0.11897 0.67612 
148	2	0	0.30191 0.80741 0.09789 0.15928 0.59771 0.56900 
149	2	0	0.18309 0.81472 0.35884 0.10819 0.32202 0.69924 
150	2	0	0.54689 0.59372 0.00000 0.48725 0.86224 0.15894 
151	2	0	0.16833 0.54907 0.34747 0.09493 0.48100 0.62665 
152	2	0	0.13196 0.86762 0.28292 0.09034 0.49339 0.62987 
153	2	0	0.14596 0.67447 0.25302 0.09136 0.36655 0.67398 
154	2	0	0.28175 0.62062 0.15778 0.26128 0.62743 0.39218 
155	2	0	0.28832 0.74933 0.40960 0.12021 0.44174 0.72489 
156	2	0	0.08067 0.75242 0.15746 0.09990 0.60880 0.59565 
157	2	0	0.05282 0.64007 0.27912 0.02694 0.24782 0.80967 
158	2	0	0.09044 0.67701 0.41028 0.02615 0.21404 0.84201 
159	2	0	0.40858 0.58621 0.16347 0.40210 0.81323 0.29281 
160	2	0	0.21671 0.33556 0.25460 0.10420 0.27887 0.67316 
161	2	0	0.15573 0.76705 0.17671 0.09864 0.42380 0.61412 
